Brand,UsedOrNew,Transmission,DriveType,FuelType,BodyType,Doors,Seats,Engine_cylinder_number,Engine_total_volume,ExteriorColour,Year,Kilometres,Price,fuel_comsumption_liter,fuel_comsumption_km
Hyundai,NEW,Manual,Front,Premium,Sedan, 4 , 5 ,4 , 2 ,Other,2023,11.2,50200.0,8.2,100.0
Volvo,NEW,Automatic,Front,Electric,SUV, 4 , 5 ,4 , 2 ,Other,2023,10.4,73990.0,0.0,100.0
Hino,NEW,Automatic,Rear,Diesel,Commercial, 2 , 2 ,6 , 8.9 ,Other,2023,9.6,219770.0,0.0,100.0
Mercedes-Benz,NEW,Automatic,Front,Premium,SUV, 4 , 7 ,4 , 1.3 ,Other,2023,12.0,67000.0,6.5,100.0
Genesis,NEW,Automatic,Rear,Premium,Wagon, 4 , 5 ,4 , 2 ,Other,2023,13.0,78191.0,9.1,100.0
Kia,NEW,Automatic,Front,Electric,SUV, 4 , 5 ,4 , 2 ,Other,2023,9.6,72360.0,0.0,100.0
Hino,NEW,Automatic,Rear,Diesel,Commercial, 2 , 3 ,4 , 5.1 ,Other,2023,9.8,103645.0,0.0,100.0
Volvo,NEW,Automatic,Front,Electric,SUV, 4 , 5 ,4 , 2 ,Other,2023,10.4,75990.0,0.0,100.0
Cupra,NEW,Automatic,4WD,Other,SUV, 4 , 5 ,4 , 2 ,Other,2023,11.2,66750.0,7.8,100.0
Isuzu,NEW,Manual,Rear,Diesel,Other, 2 , 3 ,4 , 3 ,Other,2023,10.4,71561.0,0.0,100.0
Porsche,NEW,Automatic,Rear,Unleaded,Convertible, 2 , 2 ,4 , 2 ,Other,2023,12.4,130020.0,7.0,100.0
Genesis,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2.5 ,Other,2023,12.2,70900.0,10.3,100.0
Isuzu,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3 ,Other,2023,9.6,58023.0,0.0,100.0
Volkswagen,NEW,Automatic,Front,Premium,Commercial, 2 , 2 ,4 , 1.5 ,Other,2023,12.0,39990.0,6.2,100.0
LDV,NEW,Automatic,Front,Electric,Commercial, 3 , 3 ,4 , 2 ,Other,2023,9.8,118836.0,0.0,100.0
Toyota,NEW,Automatic,AWD,Unleaded,SUV, 5 , 5 ,4 , 2.5 ,Other,2023,12.4,54320.0,7.0,100.0
Lexus,NEW,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Other,2023,12.0,46085.0,5.8,100.0
Isuzu,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3 ,Other,2023,9.6,62779.0,0.0,100.0
Toyota,NEW,Automatic,Rear,Diesel,Commercial, 5 , 2 ,4 , 2.8 ,Other,2023,11.2,56070.0,8.4,100.0
Genesis,NEW,Automatic,Rear,Premium,Sedan, 4 , 5 ,6 , 3.3 ,Other,2023,12.2,75067.0,10.2,100.0
Toyota,NEW,Manual,AWD,Other,Hatchback, 5 , 2 ,3 , 1.6 ,Other,2023,12.0,80300.0,8.6,100.0
LDV,NEW,Automatic,Rear,Diesel,Commercial, 4 , 2 ,4 , 2 ,Other,2023,11.2,39537.0,8.2,100.0
Audi,NEW,Automatic,AWD,Diesel,Wagon, 4 , 5 ,4 , 2 ,Other,2023,10.2,78000.0,4.9,100.0
Suzuki,NEW,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.6 ,Other,2023,12.0,30870.0,6.2,100.0
Kia,NEW,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Other,2023,12.4,28390.0,7.4,100.0
Jaguar,NEW,Automatic,AWD,Diesel,SUV, 4 , 5 ,6 , 3 ,Other,2023,12.4,105300.0,7.0,100.0
Toyota,NEW,Automatic,Front,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,Other,2023,10.0,42600.0,4.8,100.0
BMW,NEW,Automatic,AWD,Premium,Wagon, 5 , 5 ,6 , 3 ,Other,2023,12.2,145900.0,9.9,100.0
Land,NEW,Automatic,AWD,Other,SUV, 4 , 5 ,4 , 2 ,Other,2023,11.2,106150.0,7.8,100.0
Porsche,NEW,Automatic,Rear,Unleaded,Coupe, 2 , 2 ,4 , 2 ,Other,2023,12.4,127380.0,7.0,100.0
BMW,NEW,Automatic,Front,Premium,SUV, 4 , 5 ,3 , 1.5 ,Other,2023,12.0,53500.0,6.3,100.0
Audi,NEW,Automatic,Front,Hybrid,Sedan, 4 , 5 ,4 , 2 ,Other,2023,12.0,95500.0,6.3,100.0
Porsche,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,6 , 2.9 ,Other,2023,12.2,113200.0,10.2,100.0
Toyota,NEW,Automatic,4WD,Diesel,SUV, 4 , 7 ,4 , 2.8 ,Other,2023,11.2,63380.0,7.9,100.0
Jaguar,NEW,Automatic,Rear,Premium,Convertible, 2 , 2 ,8 , 5 ,Other,2023,12.2,188450.0,10.6,100.0
Ssangyong,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,Other,2023,10.8,38790.0,8.6,100.0
MG,NEW,Automatic,Front,Other,SUV, 5 , 5 ,4 , 1.5 ,Other,2023,39.8,28990.0,6.9,100.0
Lotus,NEW,Automatic,Rear,Premium,Coupe, 2 , 4 ,6 , 3.5 ,Other,2023,12.2,198990.0,11.0,100.0
Jaguar,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Other,2023,11.2,75900.0,8.0,100.0
Mitsubishi,NEW,Automatic,AWD,Unleaded,SUV, 4 , 7 ,4 , 2.5 ,Other,2023,11.2,54490.0,8.1,100.0
McLaren,NEW,Automatic,Rear,Premium,Convertible, 2 , 2 ,8 , 3.8 ,Other,2023,9.8,496000.0,11.7,100.0
Lexus,NEW,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2.5 ,Other,2023,12.0,62140.0,6.6,100.0
Subaru,NEW,Automatic,AWD,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Other,2023,13.0,27490.0,6.6,100.0
Porsche,NEW,Automatic,AWD,Electric,Wagon, 4 , 4 ,4 , 2 ,Other,2023,10.4,209600.0,0.0,100.0
Porsche,NEW,Automatic,AWD,Premium,Wagon, 4 , 5 ,6 , 2.9 ,Other,2023,13.6,225500.0,9.7,100.0
Porsche,NEW,Automatic,AWD,Electric,Sedan, 4 , 4 ,4 , 2 ,Other,2023,10.4,352600.0,0.0,100.0
BMW,NEW,Automatic,Rear,Premium,SUV, 4 , 5 ,4 , 2 ,Other,2023,12.4,83100.0,7.3,100.0
BMW,NEW,Automatic,Rear,Other,Sedan, 4 , 5 ,4 , 2 ,Other,2023,12.0,80200.0,6.5,100.0
Mercedes-Benz,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,8 , 4 ,Other,2023,10.4,191800.0,12.2,100.0
Hino,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 4 ,Other,2023,9.6,72350.0,0.0,100.0
Toyota,NEW,Automatic,Front,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,Other,2023,10.0,39350.0,4.8,100.0
Isuzu,NEW,Automatic,Front,Diesel,Ute  Tray, 4 , 2 ,4 , 3 ,Other,2023,11.2,39700.0,8.0,100.0
Mini,NEW,Automatic,Front,Premium,SUV, 5 , 5 ,4 , 2 ,Other,2023,14.4,61900.0,6.7,100.0
Iveco,NEW,Automatic,Rear,Diesel,Commercial, 2 , 5 ,6 , 6.7 ,Other,2023,9.8,140730.0,0.0,100.0
Ford,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,Other,2023,11.2,48280.0,7.9,100.0
Toyota,NEW,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,3 , 1.5 ,Other,2023,10.4,27130.0,4.9,100.0
Volvo,NEW,Automatic,AWD,Hybrid,SUV, 4 , 5 ,4 , 2 ,Other,2023,812.0,101990.0,1.6,100.0
Toyota,NEW,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,3 , 1.5 ,Other,2023,10.4,30975.0,4.9,100.0
Nissan,NEW,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.3 ,Other,2023,12.4,46600.0,7.3,100.0
Porsche,NEW,Automatic,Rear,Premium,Convertible, 2 , 2 ,6 , 4 ,Other,2023,12.2,219480.0,10.4,100.0
Ford,NEW,Automatic,Rear,Diesel,Commercial, 3 , 3 ,4 , 2 ,Other,2023,9.6,64490.0,0.0,100.0
Mahindra,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,Other,2023,13.0,38500.0,9.3,100.0
Mini,NEW,Manual,Front,Premium,Convertible, 2 , 4 ,4 , 2 ,Other,2023,12.4,60380.0,7.5,100.0
Volkswagen,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Other,2023,11.2,50790.0,8.1,100.0
Mahindra,NEW,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,Other,2023,9.6,34500.0,0.0,100.0
Mini,NEW,Automatic,4WD,Premium,Wagon, 5 , 5 ,4 , 2 ,Other,2023,10.0,64300.0,7.7,100.0
Aston,NEW,Automatic,Rear,Premium,Coupe, 2 , 4 ,12 , 5.2 ,Other,2023,12.2,437400.0,11.4,100.0
Hyundai,NEW,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 2 ,Other,2023,11.8,53980.0,8.5,100.0
Toyota,NEW,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Other,2023,12.0,29130.0,5.9,100.0
Iveco,NEW,Automatic,Rear,Diesel,Commercial, 2 , 5 ,6 , 6.7 ,Other,2023,9.8,159471.0,0.0,100.0
McLaren,NEW,Automatic,Rear,Premium,Coupe, 2 , 2 ,8 , 3.8 ,Other,2023,12.2,395000.0,10.7,100.0
Mazda,NEW,Automatic,Front,Other,Sedan, 4 , 5 ,4 , 2 ,Other,2023,12.0,31870.0,5.8,100.0
Mahindra,NEW,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,Other,2023,12.0,35500.0,8.8,100.0
Mercedes-Benz,NEW,Automatic,Rear,Other,Sedan, 4 , 5 ,4 , 2 ,Other,2023,11.2,119800.0,8.0,100.0
Mini,NEW,Manual,Front,Premium,Convertible, 2 , 4 ,4 , 2 ,Other,2023,12.4,58630.0,7.1,100.0
Genesis,NEW,Automatic,AWD,Electric,SUV, 4 , 5 ,4 , 2 ,Other,2023,10.4,107700.0,0.0,100.0
Porsche,NEW,Automatic,AWD,Premium,Sedan, 4 , 4 ,6 , 2.9 ,Other,2023,13.6,219100.0,9.6,100.0
Toyota,NEW,Manual,Rear,Unleaded,Ute  Tray, 4 , 5 ,4 , 2.7 ,Other,2023,12.2,33705.0,10.7,100.0
Mercedes-Benz,NEW,Automatic,AWD,Hybrid,SUV, 4 , 5 ,6 , 3 ,Other,2023,13.0,192300.0,9.3,100.0
Mercedes-Benz,NEW,Automatic,Rear,Premium,Coupe, 2 , 4 ,4 , 2 ,Other,2023,11.2,114500.0,7.9,100.0
Toyota,NEW,Automatic,Rear,Unleaded,Ute  Tray, 4 , 5 ,4 , 2.7 ,Other,2023,12.2,35705.0,10.4,100.0
Audi,NEW,Automatic,AWD,Hybrid,Other, 4 , 5 ,6 , 3 ,Other,2023,12.4,143400.0,7.3,100.0
Audi,NEW,Automatic,AWD,Hybrid,SUV, 4 , 5 ,6 , 3 ,Other,2023,13.0,135100.0,9.2,100.0
BMW,NEW,Automatic,Rear,Premium,SUV, 4 , 5 ,4 , 2 ,Other,2023,12.4,88100.0,7.3,100.0
Ford,NEW,Automatic,Front,Other,SUV, 5 , 5 ,3 , 1 ,Other,2023,10.2,36390.0,5.3,100.0
McLaren,NEW,Automatic,Rear,Premium,Coupe, 2 , 2 ,8 , 4 ,Other,2023,12.2,524580.0,11.0,100.0
Ford,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,Other,2023,12.4,67990.0,7.6,100.0
Maserati,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,8 , 3.8 ,Other,2023,9.6,298990.0,13.5,100.0
Audi,NEW,Automatic,AWD,Premium,Sedan, 4 , 5 ,4 , 2 ,Other,2023,12.4,73900.0,7.3,100.0
Honda,NEW,Automatic,Front,Other,SUV, 4 , 5 ,4 , 1.5 ,Other,2023,12.4,48500.0,7.4,100.0
Nissan,NEW,Automatic,Front,Diesel,Ute  Tray, 4 , 5 ,4 , 2.3 ,Other,2023,12.4,46805.0,7.6,100.0
Toyota,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.4 ,Other,2023,11.2,47925.0,8.0,100.0
Toyota,NEW,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,3 , 1.5 ,Other,2023,10.0,32200.0,3.3,100.0
Mercedes-Benz,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Other,2023,13.6,121900.0,9.6,100.0
Mitsubishi,NEW,Automatic,AWD,Other,SUV, 4 , 5 ,4 , 2.4 ,Other,2023,11.0,55990.0,1.9,100.0
BMW,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,8 , 4.4 ,Other,2023,10.4,227900.0,12.5,100.0
Lexus,NEW,Automatic,Rear,Hybrid,Sedan, 4 , 5 ,6 , 3.5 ,Other,2023,12.0,201040.0,6.6,100.0
Mazda,NEW,Manual,Rear,Premium,Convertible, 2 , 2 ,4 , 2 ,Other,2023,12.4,38460.0,6.9,100.0
BMW,NEW,Automatic,AWD,Premium,Sedan, 4 , 5 ,8 , 4.4 ,Other,2023,12.2,294900.0,10.7,100.0
Jaguar,NEW,Automatic,AWD,Electric,SUV, 4 , 5 ,4 , 2 ,Other,2023,9.6,148800.0,0.0,100.0
Isuzu,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 5.2 ,Other,2023,9.8,140605.0,0.0,100.0
BMW,NEW,Automatic,AWD,Electric,SUV, 4 , 5 ,4 , 2 ,Other,2023,9.6,141900.0,0.0,100.0
Lexus,NEW,Automatic,Front,Hybrid,Sedan, 4 , 5 ,4 , 2.5 ,Other,2023,10.0,73290.0,4.8,100.0
Ferrari,NEW,Automatic,Rear,Premium,Coupe, 2 , 2 ,12 , 6.5 ,Other,2023,9.6,610000.0,15.0,100.0
Hino,NEW,Automatic,Rear,Diesel,Commercial, 2 , 3 ,4 , 4 ,Other,2023,9.6,61969.0,0.0,100.0
Mazda,NEW,Automatic,Front,Other,Hatchback, 5 , 5 ,4 , 2.5 ,Other,2023,12.0,34520.0,6.6,100.0
Nissan,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.3 ,Other,2023,11.2,60195.0,7.9,100.0
Volkswagen,NEW,Automatic,Front,Premium,Wagon, 4 , 5 ,4 , 1.4 ,Other,2023,12.0,36890.0,5.9,100.0
Mazda,NEW,Automatic,4WD,Diesel,Ute  Tray, 2 , 2 ,4 , 3 ,Other,2023,11.2,49226.0,8.0,100.0
Toyota,NEW,Automatic,4WD,Diesel,SUV, 4 , 5 ,6 , 3.3 ,Other,2023,10.8,137981.0,8.9,100.0
Land,NEW,Automatic,AWD,Hybrid,SUV, 4 , 5 ,6 , 3 ,Other,2023,10.0,198097.0,1.6,100.0
Isuzu,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,Other,2023,11.2,59500.0,8.0,100.0
Mazda,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,Other,2023,11.2,59130.0,8.0,100.0
Ineos,NEW,Automatic,4WD,Unleaded,SUV, 4 , 2 ,6 , 3 ,Other,2023,10.4,108525.0,12.6,100.0
Mazda,NEW,Manual,4WD,Diesel,Ute  Tray, 2 , 2 ,4 , 3 ,Other,2023,11.2,46870.0,8.0,100.0
Hino,NEW,Automatic,Rear,Diesel,Commercial, 2 , 3 ,4 , 5.1 ,Other,2023,9.6,81569.0,0.0,100.0
Toyota,NEW,Automatic,AWD,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,Other,2023,10.0,45600.0,4.8,100.0
Peugeot,NEW,Automatic,Front,Diesel,Commercial, 4 , 3 ,4 , 2 ,Other,2023,12.0,50075.0,6.3,100.0
Subaru,NEW,Automatic,AWD,Premium,Sedan, 4 , 5 ,4 , 2.4 ,Other,2023,11.8,55490.0,8.5,100.0
Lexus,NEW,Automatic,Front,Hybrid,Sedan, 4 , 5 ,4 , 2.5 ,Other,2023,10.0,77520.0,4.8,100.0
Porsche,NEW,Automatic,AWD,Hybrid,SUV, 4 , 5 ,6 , 3 ,Other,2023,10.0,163600.0,3.2,100.0
BMW,NEW,Automatic,Rear,Other,Coupe, 2 , 4 ,4 , 2 ,Other,2023,12.0,81100.0,6.4,100.0
Nissan,NEW,Automatic,Front,Electric,Hatchback, 5 , 5 ,4 , 2 ,Other,2023,9.8,61490.0,0.0,100.0
Porsche,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,6 , 2.9 ,Other,2023,13.0,175900.0,9.4,100.0
Isuzu,NEW,Automatic,Rear,Diesel,Ute  Tray, 4 , 7 ,6 , 7.8 ,Other,2023,9.6,221527.0,0.0,100.0
Porsche,NEW,Automatic,AWD,Premium,Coupe, 2 , 4 ,6 , 3.7 ,Other,2023,12.2,506200.0,11.5,100.0
Toyota,NEW,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,Other,2023,10.0,62430.0,7.7,100.0
GWM,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,Other,2023,13.0,45490.0,9.4,100.0
Porsche,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,6 , 2.9 ,Other,2023,12.2,185800.0,10.0,100.0
Genesis,NEW,Automatic,AWD,Diesel,SUV, 4 , 7 ,6 , 3 ,Other,2023,11.8,115700.0,8.8,100.0
Iveco,NEW,Automatic,Rear,Diesel,Commercial, 3 , 3 ,4 , 3 ,Other,2023,10.4,86697.0,0.0,100.0
Porsche,NEW,Automatic,Rear,Premium,Coupe, 2 , 2 ,6 , 4 ,Other,2023,9.8,388600.0,12.6,100.0
Isuzu,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,6 , 9.8 ,Other,2023,9.6,293131.0,0.0,100.0
Porsche,NEW,Automatic,AWD,Premium,Coupe, 2 , 4 ,6 , 3.7 ,Other,2023,12.2,431000.0,11.5,100.0
Volkswagen,NEW,Automatic,Front,Diesel,Commercial, 2 , 3 ,4 , 2 ,Other,2023,10.4,65280.0,0.0,100.0
Mazda,NEW,Automatic,Front,Diesel,Ute  Tray, 2 , 2 ,4 , 1.9 ,Other,2023,12.4,35370.0,7.0,100.0
Volkswagen,NEW,Automatic,AWD,Diesel,Commercial, 2 , 3 ,4 , 2 ,Other,2023,10.4,69290.0,0.0,100.0
Skoda,NEW,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 1.5 ,Other,2023,10.2,38990.0,4.9,100.0
Volkswagen,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 2 ,Other,2023,10.4,65590.0,0.0,100.0
Volkswagen,NEW,Automatic,Front,Diesel,Ute  Tray, 4 , 3 ,4 , 2 ,Other,2023,10.4,64080.0,0.0,100.0
Mercedes-Benz,NEW,Automatic,Rear,Diesel,Commercial, 3 , 2 ,4 , 2 ,Other,2023,10.4,92031.0,0.0,100.0
Hyundai,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3.9 ,Other,2023,9.8,55394.0,0.0,100.0
Hyundai,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3.9 ,Other,2023,9.6,61524.0,0.0,100.0
Mazda,NEW,Automatic,Front,Other,SUV, 4 , 7 ,4 , 2.5 ,Other,2023,11.2,42060.0,8.1,100.0
Hyundai,NEW,Manual,Rear,Diesel,Other, 2 , 3 ,4 , 3.9 ,Other,2023,9.8,68544.0,0.0,100.0
Hyundai,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3.9 ,Other,2023,9.8,63205.0,0.0,100.0
Volkswagen,NEW,Automatic,Front,Diesel,Commercial, 2 , 2 ,4 , 2 ,Other,2023,10.4,43990.0,4.9,100.0
Porsche,NEW,Automatic,AWD,Premium,Coupe, 2 , 4 ,6 , 3 ,Other,2023,13.0,276500.0,9.5,100.0
Hyundai,NEW,Manual,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3.9 ,Other,2023,9.8,57155.0,0.0,100.0
Volkswagen,NEW,Automatic,AWD,Diesel,Commercial, 4 , 5 ,4 , 2 ,Other,2023,11.2,62690.0,8.3,100.0
Porsche,NEW,Automatic,Rear,Premium,Convertible, 2 , 4 ,6 , 3 ,Other,2023,13.6,280700.0,9.6,100.0
Mercedes-Benz,NEW,Automatic,Rear,Diesel,Commercial, 3 , 2 ,4 , 2 ,Other,2023,10.4,87684.0,0.0,100.0
Hyundai,NEW,Manual,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3.9 ,Other,2023,10.4,58596.0,0.0,100.0
Iveco,NEW,Automatic,Rear,Diesel,Ute  Tray, 4 , 6 ,4 , 3 ,Other,2023,9.8,79514.0,0.0,100.0
Ram,NEW,Automatic,4WD,Hybrid,Ute  Tray, 4 , 5 ,8 , 5.7 ,Other,2023,9.6,127950.0,12.2,100.0
Iveco,NEW,Manual,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3 ,Other,2023,9.8,65614.0,0.0,100.0
Volkswagen,NEW,Automatic,Front,Diesel,Wagon, 4 , 7 ,4 , 2 ,Other,2023,10.4,52640.0,4.9,100.0
Iveco,NEW,Manual,Rear,Diesel,Ute  Tray, 4 , 6 ,4 , 3 ,Other,2023,9.6,82609.0,0.0,100.0
Iveco,NEW,Manual,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 3 ,Other,2023,9.8,76539.0,0.0,100.0
Genesis,NEW,Automatic,AWD,Premium,SUV, 4 , 6 ,6 , 3.5 ,Other,2023,9.8,123200.0,11.7,100.0
Toyota,USED,Automatic,Rear,Diesel,Commercial, 4 , 2 ,4 , 2.8 ,White ,2019,179880.0,42990.0,8.2,100.0
Hyundai,NEW,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,Other,2023,12.0,46150.0,6.3,100.0
Toyota,USED,Automatic,Rear,Diesel,Commercial, 4 , 2 ,4 , 3 ,White ,2017,247951.0,36990.0,9.2,100.0
Hyundai,NEW,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Other,2023,11.2,47150.0,8.1,100.0
BMW,USED,Automatic,Other,Diesel,Hatchback, 4 , 5 ,4 , 2 ,Grey ,2010,190451.0,11999.0,7.68,100.0
Mercedes-Benz,USED,Automatic,Other,Diesel,SUV, 4 , 5 ,4 , 2 ,Black ,2007,130537.0,13999.0,7.68,100.0
Isuzu,NEW,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,6 , 7.8 ,Other,2023,10.4,197239.0,0.0,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.3 ,Grey ,2011,99300.0,17990.0,6.5,100.0
BMW,NEW,Automatic,Front,Premium,Coupe, 2 , 4 ,4 , 2 ,Other,2023,12.0,68800.0,6.3,100.0
Hyundai,DEMO,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2 ,Grey ,2022,2001.0,55888.0,8.2,100.0
Genesis,NEW,Automatic,AWD,Premium,SUV, 4 , 6 ,6 , 3.5 ,Other,2023,10.4,125200.0,11.7,100.0
Ford,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,Red ,2014,164358.0,12999.0,7.68,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2015,165454.0,32888.0,9.2,100.0
Toyota,NEW,Automatic,4WD,Diesel,SUV, 4 , 7 ,4 , 2.8 ,Other,2023,11.2,71000.0,7.9,100.0
Honda,USED,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2.4 ,Grey ,2009,150001.0,12999.0,8.9,100.0
Land,USED,Automatic,AWD,Diesel,SUV, 5 , 5 ,4 , 2.2 ,White ,2013,121100.0,31800.0,5.7,100.0
Hino,NEW,Automatic,Rear,Diesel,Commercial, 2 , 3 ,6 , 7.7 ,Other,2023,9.8,187211.0,0.0,100.0
Hyundai,USED,Manual,Rear,Diesel,Commercial, 4 , 3 ,4 , 2.5 ,White ,2014,109306.0,22880.0,8.0,100.0
Lexus,NEW,Automatic,AWD,Other,SUV, 4 , 5 ,4 , 2.4 ,Other,2023,11.2,81191.0,8.4,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2018,58999.0,25800.0,6.9,100.0
Isuzu,NEW,Manual,Rear,Diesel,Ute  Tray, 2 , 3 ,6 , 7.8 ,Other,2023,9.8,138457.0,0.0,100.0
Audi,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,6 , 3 ,Black ,2008,163107.0,16995.0,10.5,100.0
GWM,NEW,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 1.5 ,Other,2023,169.0,34990.0,8.1,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2018,139723.0,19490.0,5.8,100.0
Ford,USED,Automatic,Front,Diesel,Commercial, 2 , 3 ,4 , 2 ,White ,2018,180588.0,42000.0,0.0,100.0
Isuzu,NEW,Manual,Rear,Diesel,Ute  Tray, 2 , 3 ,6 , 7.8 ,Other,2023,9.8,195100.0,0.0,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2012,47850.0,19990.0,6.9,100.0
Ford,NEW,Automatic,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,Other,2023,12.4,47130.0,7.3,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2016,72363.0,19990.0,7.3,100.0
Suzuki,NEW,Manual,Front,Premium,SUV, 4 , 5 ,4 , 1.2 ,Other,2023,13.0,21490.0,4.7,100.0
Volkswagen,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,Black ,2018,102563.0,33880.0,5.9,100.0
Toyota,USED,Automatic,Rear,Diesel,People Mover, 3 , 12 ,4 , 2.8 ,White ,2019,68410.0,71990.0,9.5,100.0
Isuzu,NEW,Automatic,Rear,Diesel,Commercial, 2 , 3 ,4 , 5.2 ,Other,2023,10.4,103983.0,0.0,100.0
Lexus,USED,Automatic,4WD,Unleaded,SUV, 4 , 5 ,6 , 3.5 ,Other ,2007,180370.4,7999.0,11.2,100.0
Hyundai,NEW,Automatic,Front,Diesel,Commercial, 5 , 2 ,4 , 2.2 ,Other,2023,12.4,51240.0,7.0,100.0
Toyota,USED,Automatic,Rear,Diesel,People Mover, 3 , 12 ,4 , 2.8 ,White ,2021,81184.0,74990.0,0.0,100.0
BMW,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Blue ,2008,130360.0,9995.0,8.0,100.0
Ssangyong,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,Other,2023,11.8,43090.0,8.6,100.0
Toyota,USED,Automatic,Rear,Unleaded,Ute  Tray, 4 , 5 ,6 , 4 ,White ,2017,124497.0,31999.0,11.5,100.0
Isuzu,NEW,Manual,AWD,Diesel,Other, 2 , 3 ,4 , 3 ,Other,2023,9.6,77061.0,0.0,100.0
Bentley,USED,Automatic,AWD,Premium,Coupe, 2 , 4 ,8 , 4 ,Other ,2015,53266.0,199900.0,10.5,100.0
